Block,Lot,Ward,Sect,CityTax,StateTax,ResCode,AmountDue,PoliceDistrict,CouncilDistrict
3347,10,15,330,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$90.12,NORTHERN,6
3347,11,15,330,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$406.50,NORTHERN,6
3347C,55,15,330,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,$564.72,NORTHERN,6
3347D,15,15,330,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,$564.72,NORTHERN,6
1836,13,1,50,$3472.42,$173.00,PRINCIPAL RESIDENCE      ,$178.48,SOUTHEASTERN,1
0055B,119,16,10,,,PRINCIPAL RESIDENCE      ,,WESTERN,9
0055B,121,16,10,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2178,37,20,60,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$26.36,SOUTHWESTERN,9
2178,39,20,60,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$26.36,SOUTHWESTERN,9
2178,54,20,60,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$395.46,SOUTHWESTERN,9
2178,63,20,60,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$26.36,SOUTHWESTERN,9
1836,39,1,50,$4038.91,$201.23,PRINCIPAL RESIDENCE      ,$2193.86,SOUTHEASTERN,1
0055C,3,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055C,4,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2178,64,20,60,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$26.36,SOUTHWESTERN,9
1836,4,1,50,$4616.65,$230.01,PRINCIPAL RESIDENCE      ,$2308.20,SOUTHEASTERN,1
0055C,7,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055C,9,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2178,72,20,60,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,SOUTHWESTERN,9
1836,32,1,50,$6022.39,$300.05,PRINCIPAL RESIDENCE      ,$2980.10,SOUTHEASTERN,1
1836,41,1,50,$3679.23,$183.31,PRINCIPAL RESIDENCE      ,$1792.38,SOUTHEASTERN,1
1836,47,1,50,$5274.55,$262.79,PRINCIPAL RESIDENCE      ,$2621.11,SOUTHEASTERN,1
3347F,23,15,340,$224.80,$11.20,NOT A PRINCIPAL RESIDENCE,$274.70,NORTHERN,6
3350A,17,27,180,$1126.25,$56.11,PRINCIPAL RESIDENCE      ,$1123.60,NORTHERN,6
0055C,12,16,160,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3350B,29,27,180,$1703.98,$84.90,PRINCIPAL RESIDENCE      ,$1810.96,NORTHERN,6
0055C,14,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3350E,14,27,180,$599.47,$29.87,NOT A PRINCIPAL RESIDENCE,$714.12,NORTHERN,6
3350E,32,27,180,$764.32,$38.08,NOT A PRINCIPAL RESIDENCE,$907.46,NORTHERN,6
3350H,30,15,340,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$406.50,NORTHERN,6
0055C,18,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3400,105,15,170,$5172.65,$257.71,NOT A PRINCIPAL RESIDENCE,$5920.86,WESTERN,7
3402,29,15,170,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,$564.72,WESTERN,7
0055C,21,16,160,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3402,37,15,170,$472.08,$23.52,PRINCIPAL RESIDENCE      ,$512.56,WESTERN,7
0055C,25,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1836,77,1,50,$1086.46,$54.13,NOT A PRINCIPAL RESIDENCE,,SOUTHEASTERN,1
0036B,80,15,110,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,WESTERN,7
2179,39,20,60,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$395.46,SOUTHWESTERN,9
1837,46,1,60,$4934.36,$245.84,PRINCIPAL RESIDENCE      ,$2512.26,SOUTHEASTERN,1
2183,4,20,60,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$26.36,SOUTHWESTERN,9
0055C,39,16,160,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055C,40,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1836,61,1,50,$5502.36,$274.14,PRINCIPAL RESIDENCE      ,$1887.50,SOUTHEASTERN,1
1837,4,1,60,$3419.95,$170.39,PRINCIPAL RESIDENCE      ,$1736.64,SOUTHEASTERN,1
1837,16,1,60,$2629.42,$131.00,PRINCIPAL RESIDENCE      ,$1054.23,SOUTHEASTERN,1
1837,18,1,60,$3161.43,$157.51,PRINCIPAL RESIDENCE      ,$661.40,SOUTHEASTERN,1
1837,20,1,60,$4678.83,$233.11,PRINCIPAL RESIDENCE      ,$2225.08,SOUTHEASTERN,1
3403,9,13,50,$1391.51,$69.33,NOT A PRINCIPAL RESIDENCE,$1643.00,WESTERN,7
1510,20,8,160,$2189.55,$109.09,PRINCIPAL RESIDENCE      ,$907.90,EASTERN,13
3403,13,13,50,$184.34,$9.18,NOT A PRINCIPAL RESIDENCE,$221.65,WESTERN,7
3403,31,13,50,$1283.61,$63.95,NOT A PRINCIPAL RESIDENCE,$1516.46,WESTERN,7
3403,32,13,50,$973.38,$48.50,NOT A PRINCIPAL RESIDENCE,$1152.68,WESTERN,7
0055C,47,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055C,48,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2253,52,20,180,$2581.45,$128.61,PRINCIPAL RESIDENCE      ,$733.57,SOUTHWESTERN,8
0055C,50,16,160,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3403,40,13,50,$1443.22,$71.90,PRINCIPAL RESIDENCE      ,$1456.58,WESTERN,7
3403,49,13,50,$923.93,$46.03,NOT A PRINCIPAL RESIDENCE,$1094.64,WESTERN,7
0055C,53,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3403,52,13,50,$1638.79,$81.65,NOT A PRINCIPAL RESIDENCE,$1933.08,WESTERN,7
4010N,16,9,140,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$802.02,EASTERN,12
4013A,27,9,130,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$802.02,EASTERN,12
1510,26,8,160,$2135.60,$106.40,NOT A PRINCIPAL RESIDENCE,$2329.54,EASTERN,13
2183C,8,20,60,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$26.36,SOUTHWESTERN,9
2183C,27,20,60,$168.60,$8.40,NOT A PRINCIPAL RESIDENCE,$197.70,SOUTHWESTERN,9
2183C,32,20,60,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$26.36,SOUTHWESTERN,9
2020,10,24,100,$4319.91,$215.23,PRINCIPAL RESIDENCE      ,$4299.34,SOUTHERN,11
2253,21,20,180,$1922.78,$95.80,PRINCIPAL RESIDENCE      ,$2043.52,SOUTHWESTERN,8
0055C,66,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055C,67,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1837,48,1,60,$3143.45,$156.61,PRINCIPAL RESIDENCE      ,$1603.94,SOUTHEASTERN,1
2020,6,24,100,$5348.73,$266.48,PRINCIPAL RESIDENCE      ,$2426.79,SOUTHERN,11
2020,16,24,100,$4113.10,$204.92,PRINCIPAL RESIDENCE      ,$1036.15,SOUTHERN,11
0055C,68,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055C,69,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1838,76,1,70,$3849.32,$191.78,PRINCIPAL RESIDENCE      ,$2067.33,SOUTHEASTERN,1
3322,28,15,320,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$90.12,NORTHWESTERN,6
3322,31,15,320,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$37.40,NORTHWESTERN,6
3324,21,15,320,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$90.12,NORTHWESTERN,6
3325,32,15,320,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$802.02,NORTHWESTERN,6
3326,6,15,320,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$406.50,NORTHWESTERN,6
3326,24,15,320,$337.20,$16.80,PRINCIPAL RESIDENCE      ,$369.59,NORTHWESTERN,6
62,18,16,110,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,WESTERN,9
1838,72,1,70,$5099.21,$254.05,PRINCIPAL RESIDENCE      ,$12.09,SOUTHEASTERN,1
2230E,5,20,200,$1769.18,$88.14,NOT A PRINCIPAL RESIDENCE,$2074.88,SOUTHWESTERN,9
2244A,28,20,40,$1717.47,$85.57,PRINCIPAL RESIDENCE      ,$1814.55,SOUTHWESTERN,8
2244B,8,20,40,$1470.19,$73.25,PRINCIPAL RESIDENCE      ,$1556.49,SOUTHWESTERN,8
2248,32,20,40,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,SOUTHWESTERN,8
2251,9,20,180,$1839.61,$91.65,PRINCIPAL RESIDENCE      ,$15.51,SOUTHWESTERN,8
0055D,1,16,160,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1837,98,1,60,$4497.51,$224.08,PRINCIPAL RESIDENCE      ,$2254.45,SOUTHEASTERN,1
1838,12,1,70,$5252.83,$261.71,PRINCIPAL RESIDENCE      ,$2620.32,SOUTHEASTERN,1
1838,17,1,70,$5689.69,$283.47,PRINCIPAL RESIDENCE      ,$2826.96,SOUTHEASTERN,1
1838,18,1,70,$7529.29,$375.12,PRINCIPAL RESIDENCE      ,$1542.99,SOUTHEASTERN,1
1838,46,1,70,$5987.17,$298.29,PRINCIPAL RESIDENCE      ,$1248.07,SOUTHEASTERN,1
1838,61,1,70,$3874.05,$193.01,PRINCIPAL RESIDENCE      ,$1030.44,SOUTHEASTERN,1
1838,77,1,70,$4915.63,$244.91,PRINCIPAL RESIDENCE      ,$2455.22,SOUTHEASTERN,1
1838,88,1,70,$5023.54,$250.28,PRINCIPAL RESIDENCE      ,$1150.87,SOUTHEASTERN,1
0055D,2,16,160,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055D,3,16,160,$316.97,$15.79,PRINCIPAL RESIDENCE      ,,WESTERN,9
3326,46,15,320,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$406.50,NORTHWESTERN,6
0055D,5,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3327C,26,15,320,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$406.50,NORTHWESTERN,6
0055D,7,16,160,$130.38,$6.50,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055D,8,16,160,$146.12,$7.28,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3327C,55,15,320,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$647.04,NORTHWESTERN,6
3327C,57,15,320,$337.20,$16.80,PRINCIPAL RESIDENCE      ,$369.59,NORTHWESTERN,6
0055D,10,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
65,78,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,WESTERN,9
0055D,17,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055D,18,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055D,19,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055D,20,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2230I,3,20,200,$65.19,$3.25,NOT A PRINCIPAL RESIDENCE,$76.42,SOUTHWESTERN,9
0055D,23,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2230I,12,20,200,$1256.63,$62.61,NOT A PRINCIPAL RESIDENCE,$1473.80,SOUTHWESTERN,9
58,31,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1840,13,1,70,$4951.60,$246.70,PRINCIPAL RESIDENCE      ,$2228.82,SOUTHEASTERN,1
58,33,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
58,34,16,50,$269.76,$13.44,PRINCIPAL RESIDENCE      ,,WESTERN,9
1839,21,1,70,$7670.92,$382.18,PRINCIPAL RESIDENCE      ,$3779.49,SOUTHEASTERN,1
1839,23,1,70,$7670.92,$382.18,PRINCIPAL RESIDENCE      ,$3779.49,SOUTHEASTERN,1
1840,7,1,70,$5712.91,$284.63,PRINCIPAL RESIDENCE      ,$2830.38,SOUTHEASTERN,1
1840,11,1,70,$3712.95,$184.99,PRINCIPAL RESIDENCE      ,$1875.88,SOUTHEASTERN,1
1840,14,1,70,$3480.65,$173.41,PRINCIPAL RESIDENCE      ,$1023.49,SOUTHEASTERN,1
3327F,21,15,320,$674.40,$33.60,PRINCIPAL RESIDENCE      ,$730.35,NORTHWESTERN,6
3327F,77,15,320,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$406.50,NORTHWESTERN,6
3407,18,13,70,$1598.33,$79.63,NOT A PRINCIPAL RESIDENCE,$1885.62,WESTERN,7
0055D,36,16,160,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3407,108,13,70,$1969.25,$98.11,PRINCIPAL RESIDENCE      ,$1037.59,WESTERN,7
3414,17,13,70,$2252.50,$112.22,NOT A PRINCIPAL RESIDENCE,$2652.78,WESTERN,7
2243C,15,20,190,$1298.60,$64.70,PRINCIPAL RESIDENCE      ,$562.39,SOUTHWESTERN,8
3937,26,9,180,$112.40,$5.60,NOT A PRINCIPAL RESIDENCE,$142.90,NORTHEASTERN,14
0055D,41,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3937,30,9,180,$112.40,$5.60,NOT A PRINCIPAL RESIDENCE,$142.90,NORTHEASTERN,14
0055D,43,16,160,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3937,36,9,180,$112.40,$5.60,NOT A PRINCIPAL RESIDENCE,$142.90,NORTHEASTERN,14
0055D,48,16,160,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
66,10,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,WESTERN,9
0055D,50,16,160,$67.44,$3.36,PRINCIPAL RESIDENCE      ,,WESTERN,9
0055D,51,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055D,53,16,160,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2230L,33,20,200,$1694.99,$84.45,PRINCIPAL RESIDENCE      ,$1788.87,SOUTHWESTERN,9
2230L,43,20,200,$1694.99,$84.45,NOT A PRINCIPAL RESIDENCE,$1987.88,SOUTHWESTERN,9
0055D,57,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1840,15,1,70,$7921.95,$394.69,PRINCIPAL RESIDENCE      ,$1624.39,SOUTHEASTERN,1
1840,24,1,70,$3509.87,$174.87,PRINCIPAL RESIDENCE      ,$1779.79,SOUTHEASTERN,1
1841,2,1,130,$5176.40,$257.90,PRINCIPAL RESIDENCE      ,$2559.41,SOUTHEASTERN,1
1841,7,1,130,$3709.94,$184.84,PRINCIPAL RESIDENCE      ,$115.30,SOUTHEASTERN,1
3423,17,13,80,$121.39,$6.05,NOT A PRINCIPAL RESIDENCE,$149.71,CENTRAL,7
0055D,59,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4080,014A,9,30,$2020.95,$100.69,PRINCIPAL RESIDENCE      ,$1964.25,NORTHERN,14
0055D,61,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1841,20,1,130,$3615.53,$180.13,PRINCIPAL RESIDENCE      ,$1933.88,SOUTHEASTERN,1
0055D,63,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4092,57,9,30,$1775.92,$88.48,NOT A PRINCIPAL RESIDENCE,$2093.84,NORTHERN,14
0055D,65,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4093,12,9,30,$1022.84,$50.96,NOT A PRINCIPAL RESIDENCE,$1210.66,NORTHERN,14
0055D,67,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055D,68,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055D,69,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055D,70,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
66,51,16,160,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$26.36,WESTERN,9
4527,2,27,210,$1672.51,$83.33,NOT A PRINCIPAL RESIDENCE,$895.80,NORTHWESTERN,5
4511A,54,27,210,$1348.80,$67.20,PRINCIPAL RESIDENCE      ,$158.71,NORTHWESTERN,5
70,1,16,50,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,WESTERN,9
5086A,9,27,660,$9573.49,$476.97,PRINCIPAL RESIDENCE      ,$3414.52,NORTHERN,4
5341,27,27,70,$3086.50,$153.78,PRINCIPAL RESIDENCE      ,$238.38,NORTHEASTERN,3
0055D,80,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055D,81,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055D,82,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055D,83,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055D,84,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2253,008A,20,180,$1967.00,$98.00,PRINCIPAL RESIDENCE      ,$17.14,SOUTHWESTERN,8
5674A,4,27,30,$3138.21,$156.35,PRINCIPAL RESIDENCE      ,$864.21,NORTHEASTERN,3
3822,44,12,140,$1686.00,$84.00,NOT A PRINCIPAL RESIDENCE,$1988.40,NORTHERN,12
3822,64,12,140,$1686.00,$84.00,NOT A PRINCIPAL RESIDENCE,$1988.40,NORTHERN,12
3822,66,12,140,$1686.00,$84.00,NOT A PRINCIPAL RESIDENCE,$1988.40,NORTHERN,12
0056A,1,16,230,$112.40,$5.60,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0056A,2,16,230,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,9
2307A,8,15,70,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$77.70,WESTERN,7
0056A,4,16,230,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,9
0056A,6,16,230,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,9
0056A,7,16,230,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,9
1841,33,1,130,$3757.15,$187.19,PRINCIPAL RESIDENCE      ,$990.74,SOUTHEASTERN,1
0056A,9,16,230,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0056A,10,16,230,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,9
0056A,11,16,230,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,9
0056A,12,16,230,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,9
0056A,13,16,230,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,9
1841,44,1,130,$3723.43,$185.51,PRINCIPAL RESIDENCE      ,$990.62,SOUTHEASTERN,1
0056A,15,16,230,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,9
0056A,16,16,230,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,9
0056A,17,16,230,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2281,111,20,170,$1829.87,$91.17,PRINCIPAL RESIDENCE      ,$1931.84,SOUTHWESTERN,8
0056A,44,16,230,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0056A,45,16,230,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0056A,46,16,230,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,9
0056A,47,16,230,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2307A,4,15,70,$472.08,$23.52,PRINCIPAL RESIDENCE      ,$501.52,WESTERN,7
1841,46,1,130,$7303.01,$363.85,PRINCIPAL RESIDENCE      ,$3601.73,SOUTHEASTERN,1
0056A,48,16,230,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,9
0056A,49,16,230,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0056A,50,16,230,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,9
0056A,51,16,230,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,9
3822,70,12,140,$1686.00,$84.00,NOT A PRINCIPAL RESIDENCE,$1988.40,NORTHERN,12
0056A,53,16,230,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3823,36,12,140,$112.40,$5.60,NOT A PRINCIPAL RESIDENCE,$142.90,EASTERN,12
57,2,16,50,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1841,50,1,130,$4738.78,$236.10,PRINCIPAL RESIDENCE      ,$2416.88,SOUTHEASTERN,1
57,6,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
57,7,16,50,$269.76,$13.44,PRINCIPAL RESIDENCE      ,,WESTERN,9
57,8,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2281B,39,20,170,$8.99,$0.45,NOT A PRINCIPAL RESIDENCE,$10.52,SOUTHWESTERN,8
57,10,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
57,11,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2281B,43,20,170,$11.24,$0.56,NOT A PRINCIPAL RESIDENCE,$13.18,SOUTHWESTERN,8
57,13,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
57,14,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
57,15,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
57,16,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
57,17,16,50,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
57,18,16,50,$795.79,$39.65,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
57,19,16,50,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
57,20,16,50,$2000.72,$99.68,NOT A PRINCIPAL RESIDENCE,$2090.40,WESTERN,9
1841,52,1,130,$4370.11,$217.73,PRINCIPAL RESIDENCE      ,$2193.44,SOUTHEASTERN,1
1841,60,1,130,$6525.20,$325.10,PRINCIPAL RESIDENCE      ,$1804.86,SOUTHEASTERN,1
58,1,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
76,30,16,120,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,$382.80,WESTERN,9
58,3,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3824,11,12,140,$1686.00,$84.00,NOT A PRINCIPAL RESIDENCE,$1988.40,EASTERN,12
58,5,16,50,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
58,6,16,50,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
58,8,16,50,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3825,38,12,150,$1686.00,$84.00,NOT A PRINCIPAL RESIDENCE,$1478.40,EASTERN,12
58,10,16,50,$269.76,$13.44,PRINCIPAL RESIDENCE      ,,WESTERN,9
58,11,16,50,$269.76,$13.44,PRINCIPAL RESIDENCE      ,,WESTERN,9
3825,16,12,150,$1686.00,$84.00,NOT A PRINCIPAL RESIDENCE,$1361.10,EASTERN,12
58,14,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
58,15,16,50,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
58,16,16,50,$269.76,$13.44,PRINCIPAL RESIDENCE      ,,WESTERN,9
58,17,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
58,20,16,50,$269.76,$13.44,PRINCIPAL RESIDENCE      ,,WESTERN,9
76,34,16,120,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$74.94,WESTERN,9
58,24,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
58,25,16,50,$269.76,$13.44,PRINCIPAL RESIDENCE      ,,WESTERN,9
1841,83,1,130,$3566.07,$177.67,PRINCIPAL RESIDENCE      ,$14.94,SOUTHEASTERN,1
1841,62,1,130,$4346.13,$216.53,PRINCIPAL RESIDENCE      ,$2181.15,SOUTHEASTERN,1
2281B,44,20,170,$11.24,$0.56,NOT A PRINCIPAL RESIDENCE,$13.18,SOUTHWESTERN,8
1841,78,1,130,$5002.54,$249.24,PRINCIPAL RESIDENCE      ,$2497.00,SOUTHEASTERN,1
2282,47,20,170,$6.74,$0.34,NOT A PRINCIPAL RESIDENCE,$7.86,SOUTHWESTERN,8
2282,48,20,170,$6.74,$0.34,NOT A PRINCIPAL RESIDENCE,$7.86,SOUTHWESTERN,8
58,27,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
58,28,16,50,$269.76,$13.44,PRINCIPAL RESIDENCE      ,,WESTERN,9
3825,54,12,150,$112.40,$5.60,NOT A PRINCIPAL RESIDENCE,$142.90,EASTERN,12
58,30,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3826,5,12,150,$1686.00,$84.00,NOT A PRINCIPAL RESIDENCE,$1988.40,EASTERN,12
1842,17,1,130,$3678.47,$183.27,PRINCIPAL RESIDENCE      ,$1896.18,SOUTHEASTERN,1
1842,18,1,130,$3716.69,$185.17,PRINCIPAL RESIDENCE      ,$1984.62,SOUTHEASTERN,1
3827,58,12,140,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$802.02,EASTERN,12
3829,16,12,60,$10280.10,$512.18,NOT A PRINCIPAL RESIDENCE,$11756.04,NORTHERN,12
1842,38,1,130,$3907.77,$194.69,PRINCIPAL RESIDENCE      ,$1398.00,SOUTHEASTERN,1
3830,24,12,60,$3767.65,$187.71,NOT A PRINCIPAL RESIDENCE,$4429.78,NORTHERN,12
3834,42,12,150,$2479.54,$123.54,NOT A PRINCIPAL RESIDENCE,$2919.10,NORTHERN,12
3836A,38,12,170,$2481.79,$123.65,NOT A PRINCIPAL RESIDENCE,$2921.76,NORTHERN,12
1842,46,1,130,$7668.67,$382.07,PRINCIPAL RESIDENCE      ,$3231.66,SOUTHEASTERN,1
3836A,84,12,170,$1557.86,$77.62,NOT A PRINCIPAL RESIDENCE,$1838.16,NORTHERN,12
3836A,90,12,170,$1960.26,$97.66,NOT A PRINCIPAL RESIDENCE,$2310.10,NORTHERN,12
76,73,16,120,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$26.36,WESTERN,9
76,75,16,120,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$26.36,WESTERN,9
